calc_id,chapter_slug,chapter_title,tex_file,line_number,context,numbers,classification,check_status,rationale,support_source
calc.aux.0249,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,319,\input{generated/worked-calculations/aux-ratio-estimator},,must_be_generated_from_support_notebook,generated_snippet_linked,Line links to generated worked-calculation snippet path.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0250,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,12,In Chapter \ref{cha:probability_distributions} we see that the distribution of the sample mean depends on both the distribution from which we sample and the sample size. In Chapter \ref{cha:estimation} we assume that ...,100,static_theoretical_or_illustrative,intentional_manual,Numeric reference appears contextual rather than a computed manuscript result.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0251,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,14,This chapter addresses these issues. The use of an auxiliary variable and/or stratification reduces the imprecision of the estimate and promotes normal distribution of the sample mean. The estimators discussed in this...,2,static_theoretical_or_illustrative,intentional_manual,Numeric reference appears contextual rather than a computed manuscript result.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0252,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,71,"As part of the financial statement audit, you perform procedures for the valuation of inventories. There are 3,500 elements, with a total value of $B = 7,360,816$\nomenclature{$B$}{total book value of the population}.","3500, 7360816",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0253,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,77,"\item the cross-product of book value ($x$) and audit value ($y$)\nomenclature{$y$}{audit value}\\ $\sum x y = $ 3,550,437,464;",3550437464,must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0254,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,78,"\item the squared book values $\sum x^2 = $3,586,086,982;","2, 3586086982",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0255,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,79,"\item the squared audit values $\sum y^2 = $3,649,977,984;","2, 3649977984",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0256,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,80,"\item the squared differences $\sum d^2\nomenclature{$d$}{difference $x - y$ between the book value $x$ and audit value $y$} = $135,190,038.","2, 135190038",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0257,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,84,"The audited values are then extrapolated to obtain a 95\% two-sided prediction interval for the true value of inventories. The target precision for this estimate is 200,000.","95%, 200000",static_theoretical_or_illustrative,intentional_manual,Numeric reference appears contextual rather than a computed manuscript result.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0258,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,88,Obtain a 95\% prediction interval for the true value of inventories.,95%,static_theoretical_or_illustrative,intentional_manual,Numeric reference appears contextual rather than a computed manuscript result.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0259,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,102,2524 &   728.40 &   842.99 & -114.59 \\,"2524, 728.40, 842.99, 114.59",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0260,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,103,"3065 & 2,199.37 & 1,999.96 &  199.41 \\","3065, 2199.37, 1999.96, 199.41",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0261,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,104,"2662 & 1,452.48 & 1,589.65 & -137.17 \\","2662, 1452.48, 1589.65, 137.17",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0262,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,105,3099 &    68.61 &    36.39 &   32.22 \\,"3099, 68.61, 36.39, 32.22",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0263,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,106,"1596 & 5,292.84 & 5,273.66 &   19.18 \\","1596, 5292.84, 5273.66, 19.18",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0264,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,107,582 &   910.03 &   969.29 &  -59.26 \\,"582, 910.03, 969.29, 59.26",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0265,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,110,"Total & 863,201.37 & 864,212.48 & -1,011.11 \\","863201.37, 864212.48, 1011.11",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0266,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,121,We start addressing the problem in the \emph{Case: Valuation of inventories} with the estimator introduced in the previous chapter. An estimate of the correct value of the population is obtained by extrapolating the a...,400,must_be_generated_from_support_notebook,generated_snippet_linked,Line links to generated worked-calculation snippet path.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0267,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,125,"A 95\% two-sided prediction interval on the correct population value is then calculated by applying Equation \ref{eq:two-sided_finite}, multiplied by $N$",95%,must_be_generated_from_support_notebook,generated_snippet_linked,Line links to generated worked-calculation snippet path.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0268,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,128,\hat{Y}_{MPU} \pm N t_{\alpha/2} \frac{s_{y}}{\sqrt{n}}\sqrt{\frac{N-n}{N}},2,must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0269,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,137,\hat{Y}_{MPU} \pm g t_{\alpha/2} s_{y},2,must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0270,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,142,"g = \sqrt{\frac{3,500(3,500 - 400)}{400}} = 164.6967","3500, 3500, 400, 400, 164.6967",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0271,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,145,"7,561,859 \pm  164.6967 \cdot 1.966 \cdot \sqrt{4,468,220} =","7561859, 164.6967, 1.966, 4468220",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0272,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,148,"7,561,859 \pm 684,415","7561859, 684415",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0273,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,150,"which then yields the prediction interval [6,877,444; 8,246,274].","6877444, 8246274",static_theoretical_or_illustrative,intentional_manual,Numeric reference appears contextual rather than a computed manuscript result.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0274,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,152,"We can see that the precision achieved is 684,415, exceeding the desired precision of 200,000. To achieve this precision by just extending the sample, the sample size should be 2,107,\footnote{Use equation \ref{eq:min...","684415, 200000, 2107",static_theoretical_or_illustrative,intentional_manual,Line contains numeric content but no compute-signal pattern.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0275,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,174,\hat{y} = b_0 + b_1 x,"0, 1",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0276,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,178,Coefficients $b_0$ and $b_1$ are estimated using a technique called \hlblue{least squares estimation}\index{least squares estimation}\index{estimation!least squares}. This minimizes the vertical distances between each...,"0, 1, 0",static_theoretical_or_illustrative,intentional_manual,Context appears referential/illustrative without explicit computation operator.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0277,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,180,b_0 = \bar{y} - b_1 \bar{x},"0, 1",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0278,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,185,b_1 = \frac{\sum{xy - n \bar{x} \bar{y}}}{\sum{x^2} - n \bar{x}^2},"1, 2, 2",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0279,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,186,= \frac{\sum{x y} - \frac{\sum{x}\sum{y}}{n}}{\sum{x^2} - \frac{(\sum{x})^2}{n}},"2, 2",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0280,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,191,\hat{y} = \bar{y} - b_1 \bar{x} + b_1 x = \bar{y} + b_1(x - \bar{x}),"1, 1, 1",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0281,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,196,N \hat{y} &= N \bar{y} + N b_1(x - \bar{x}) \\,1,must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0282,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,197,\hat{Y}_R &= N \overline{y} + b_1 (X - N \overline{x}),1,must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0283,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,214,"\hat{Y}_R \pm g t_{\alpha/2} s_{y, R}",2,must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0284,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,217,"The regression variance is calculated as\footnote{Both versions of the formula are valid. Recall that $b_1 = \frac{c_{xy}}{s_x^2}$, and use $r = \frac{c_{xy}}{s_x s_y}$ from Equation \ref{eq:correlation}.}","1, 2",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0285,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,219,"s_{y, R}^2 = \frac{n - 1}{n - 2}(s_y^2 - 2 b_1 c_{xy} + b_1^2 s_x^2) = s_y^2 \frac{n - 1}{n - 2} (1 - r^2)","2, 1, 2, 2, 2, 1, 1, 2, 2, 2, 1, 2, 1, 2",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0286,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,224,c_{xy} = \frac{\sum{x y} - n \bar{x} \bar{y}}{n - 1}= \frac{\sum{xy} - \frac{\sum{x}\sum{y}}{n}}{(n - 1)},"1, 1",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0287,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,234,r^2_{xy} = \left( \frac{c_{xy}}{s_{x} s_{y}} \right)^2,"2, 2",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0288,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,238,"If we approximate the regression variance using a factor $n - 1$ in the denominator rather than $n - 2$, we obtain the following equality relationship:","1, 2",static_theoretical_or_illustrative,intentional_manual,Numeric reference appears contextual rather than a computed manuscript result.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0289,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,240,"s_{y, R}^2 = s_y^2 (1 - r_{xy}^2)","2, 2, 1, 2",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0290,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,242,"This implies that the precision of the regression estimator is always smaller than that of the MPU estimator because $-1 \leq r_{xy} \leq 1$, and therefore, $0 \leq r_{xy}^2 \leq 1$. Consequently, the factor $1 - r^2$...","1, 1, 0, 2, 1, 1, 2, 1",static_theoretical_or_illustrative,intentional_manual,Line contains numeric content but no compute-signal pattern.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0291,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,244,"If there is a strong correlation between the book and audit values, the effect on precision achieved could be considerable. If there is perfect correlation and $r^2 = 1$, the precision achieved is reduced to zero. Thi...","2, 1",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0292,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,255,"We can also conclude that using the correlation between book and audit values reduces the precision of the estimate of the correct population value to below the desired precision of 200,000. Therefore, by using the re...",200000,must_be_generated_from_support_notebook,generated_snippet_linked,Line links to generated worked-calculation snippet path.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0293,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,262,An alternative estimation technique uses the \hlblue{difference estimator}\index{difference estimator}\index{estimator!difference}. It has been very popular with auditors because the calculation of the estimate is not...,"1, 1, 1",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0294,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,275,\hat{Y}_D \pm g t_{\alpha/2} s_d,2,must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0295,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,277,where $s_d^2$ is the variance of the differences $d$,2,static_theoretical_or_illustrative,intentional_manual,Numeric reference appears contextual rather than a computed manuscript result.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0296,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,280,s_d^2 = \frac{\sum{d^2} - (\sum{d})^2/n}{n - 1},"2, 2, 2, 1",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0297,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,294,"Another estimation technique popular among auditors is the \hlblue{ratio estimator}\index{ratio estimator}. Similar to the difference estimator, the point estimate calculation is straightforward and can be performed m...","0, 0",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0298,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,302,"where $q = \frac{\sum{y}}{\sum{x}}$ is the ratio of the average audit and book values\nomenclature{$q$}{ratio of the average audit and book values}. In \emph{Case: Valuation of inventories}, using the values from Tabl...","864212.48, 863201.37, 1.00117",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0299,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,308,\hat{Y}_Q \pm g t_{\alpha/2} s_q,2,must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0300,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,311,where $s_q^2$ is the variance of the ratio estimator,2,static_theoretical_or_illustrative,intentional_manual,Numeric reference appears contextual rather than a computed manuscript result.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0301,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,314,s_q^2 = \frac{\sum{y^2} - 2q\sum{xy} + q^2\sum{x^2}}{n - 1},"2, 2, 2, 2, 2, 1",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0302,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,335,\hat{Y}_R \underset{b_1 = 1}{=} N \overline{y} + (X - N \overline{x}),"1, 1",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0303,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,341,\hat{Y}_R \underset{b_1 = 1}{=} X - N \frac{\sum{x} - \sum{y}}{n},"1, 1",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0304,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,347,\hat{Y}_R \underset{b_1 = 1}{=} X - N \frac{\sum{d}}{n} = \hat{Y}_D,"1, 1",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0305,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,351,"Therefore, if we set the slope parameter $b_1$ to equal 1,\footnote{If $b_1 = 1$, then $y = b_0 + x$, or $y - x = b_0$ is constant.} the regression estimator degenerates into the difference estimator. This implies tha...","1, 1, 1, 1, 0, 0",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0306,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,356,b_0 = \overline{y} - b_1 \overline{x} \equiv 0,"0, 1, 0",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0307,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,362,b_1 = \frac{\overline{y}}{\overline{x}} = \frac{\sum{y}/n}{\sum{x}/n} =\frac{\sum{y}}{\sum{x}} = q,1,must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0308,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,365,"If we use $b_1 = q$ in the formula for the regression estimator, we obtain",1,must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0309,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,368,\hat{Y}_R \underset{b_1 = q}{=} N \overline{y} + q(X - N \overline{x}),1,must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0310,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,374,\hat{Y}_R \underset{b_1 = q}{=} qB + N \frac{\sum{y}}{n} - N \frac{\sum{y}}{\sum{x}} \frac{\sum{x}}{n} = qB = \hat{Y}_Q,1,must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0311,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,401,"Subtract $X$ from both sides of the equation and then divide the result by $-\overline{d}$\footnote{If $\overline{d} = $ 0, then the two estimators also yield the same result.}",0,must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0312,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,430,\item provides good \hlblue{coverage}\index{coverage} -- the estimator yields a precision interval that contains the population parameter with a probability of at least $(1 - \alpha)$. Estimators with bad coverage are...,1,static_theoretical_or_illustrative,intentional_manual,Numeric reference appears contextual rather than a computed manuscript result.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0313,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,434,"To further clarify these criteria, we seeded the \emph{Inventories} population with different error patterns, with a total error of 260,000. The \emph{constant difference} pattern differences are normally distributed,...","260000, 82, 200, 3.7%, 0, 200, 96, 10, 0, 200, 116, 0",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0314,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,444,We then repeatedly obtained samples of size $n = 100$ and collected the results. The precomputed simulation results are available as a downloadable artifact from the project repository.\footnote{\url{https://github.co...,100,must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0315,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,472,"Difference & 260,061 & 259,469 & 258,983 & 261,954 \\","260061, 259469, 258983, 261954",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0316,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,473,"Ratio      & 262,571 & 259,493 & 255,750 & 262,293 \\","262571, 259493, 255750, 262293",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0317,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,474,"Regression & 260,227 & 260,002 & 259,453 & 262,544 \\","260227, 260002, 259453, 262544",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0318,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,496,"Difference & 66,480 & 72,079 & 90,768 & 189,442 \\","66480, 72079, 90768, 189442",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0319,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,497,"Ratio & 71,356 & 67,540 & 77,348 & 187,828 \\","71356, 67540, 77348, 187828",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0320,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,498,"Regression & 66,827 & 67,194 & 67,731 & 192,016 \\","66827, 67194, 67731, 192016",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0321,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,509,"Finally, we counted the fraction of samples that yielded a confidence interval that contained the true seeded error of 260,000. Because the confidence level used was 95\%, an ideal estimator would cover the correct va...","260000, 95%, 95%, 95%",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0322,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,522,Difference & 94.94\% & 94.85\% & 94.94\% & 78.41\% \\,"94.94%, 94.85%, 94.94%, 78.41%",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0323,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,523,Ratio & 94.87\% & 95.14\% & 94.51\% & 79.08\% \\,"94.87%, 95.14%, 94.51%, 79.08%",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0324,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,524,Regression & 94.78\% & 94.88\% & 94.65\% & 78.07\% \\,"94.78%, 94.88%, 94.65%, 78.07%",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0325,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,533,The results in Table \ref{tab:coverage_of_estimators} illustrate two important aspects of the application of the Central Limit Theorem: convergence to a normal distribution is from below\footnote{Convergence from belo...,"95%, 80%, 116, 3500, 100, 35%",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0326,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,555,"Roberts (1978) proposed a modification to the calculation of the standard error. If the number of differences $m$\nomenclature{$m$}{number of (non-zero) differences in the sample} is less than three, the standard erro...",1978,static_theoretical_or_illustrative,intentional_manual,Numeric reference appears contextual rather than a computed manuscript result.,notebooks/support/auxiliary-variables-and-stratification/support.html
calc.aux.0327,aux,Estimation with Auxiliary Variables and Stratification,auxiliary.tex,557,"If the number of differences is between three and 19, the standard error is calculated as follows: all three estimators require the upper bound on the percentage of differences, $M_U(k)$, as defined in Equation \ref{e...","19, 1, 1, 3",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/auxiliary-variables-and-stratification/support.html
