calc_id,chapter_slug,chapter_title,tex_file,line_number,context,numbers,classification,check_status,rationale,support_source
calc.pro.0001,pro,Probability Distributions,probability-distributions.tex,9,\input{generated/worked-calculations/prob-inline-linked-values},,must_be_generated_from_support_notebook,generated_snippet_linked,Line links to generated worked-calculation snippet path.,notebooks/support/probability-distributions/support.html
calc.pro.0002,pro,Probability Distributions,probability-distributions.tex,84,"For the following calculations, we assume that the number of erroneously reported PhD degrees is 17. The auditor selects a sample of 60 from the group of 331 PhD degrees.","17, 60, 331",static_theoretical_or_illustrative,intentional_manual,Line contains numeric content but no compute-signal pattern.,notebooks/support/probability-distributions/support.html
calc.pro.0003,pro,Probability Distributions,probability-distributions.tex,87,"What is the probability of finding 0, 1, or 2 errors in each sample?","0, 1, 2",static_theoretical_or_illustrative,intentional_manual,Line contains numeric content but no compute-signal pattern.,notebooks/support/probability-distributions/support.html
calc.pro.0004,pro,Probability Distributions,probability-distributions.tex,102,"In \emph{Case: Number of students}, the attribute is dichotomous: students on the list are either correctly or incorrectly reported. There is no in-between. For example, if government regulations state that a student ...","1, 60, 59",static_theoretical_or_illustrative,intentional_manual,Line contains numeric content but no compute-signal pattern.,notebooks/support/probability-distributions/support.html
calc.pro.0005,pro,Probability Distributions,probability-distributions.tex,111,"In this section, we assume that we sample without replacement. We sample \ProbSampleSize items from the list of \ProbPopulationSize PhDs in the \emph{Case: Number of students}, and we assume that \ProbErrorCount of th...","313, 330, 330",static_theoretical_or_illustrative,intentional_manual,Context appears referential/illustrative without explicit computation operator.,notebooks/support/probability-distributions/support.html
calc.pro.0006,pro,Probability Distributions,probability-distributions.tex,148,We can use Equation \ref{eq:hypergeometric} to calculate the probability of finding no errors in the sample of 60 elements from the list of 331 Ph.D.s.\footnote{See Section \ref{sec:workshop02r} and \ref{sec:workshop0...,"60, 331, 2, 2",static_theoretical_or_illustrative,intentional_manual,Context appears referential/illustrative without explicit computation operator.,notebooks/support/probability-distributions/support.html
calc.pro.0007,pro,Probability Distributions,probability-distributions.tex,151,P(\stoch{k} = 0) = \frac{,0,must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0008,pro,Probability Distributions,probability-distributions.tex,154,{\left( \begin{array}{c}331\\60\end{array} \right)} =,"331, 60",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0009,pro,Probability Distributions,probability-distributions.tex,155,\frac{\frac{17!}{0!17!} \frac{314!}{60!254!}}{\frac{331!}{60!271!}} =,"17, 0, 17, 314, 60, 254, 331, 60, 271",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0010,pro,Probability Distributions,probability-distributions.tex,157,Note that $\left( \begin{array}{c}17\\0\end{array} \right) = 1$.,"17, 0, 1",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0011,pro,Probability Distributions,probability-distributions.tex,160,\frac{\frac{314!}{60!254!}}{\frac{331!}{60!271!}} = \frac{314!}{60!254!} \frac{60!271!}{331!} =,"314, 60, 254, 331, 60, 271, 314, 60, 254, 60, 271, 331",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0012,pro,Probability Distributions,probability-distributions.tex,164,\frac{314! 271!}{331! 254!} = \frac{314! 271 \cdot 270 \cdot ... \cdot 255 \cdot 254!}{331 \cdot 330 \cdot ... \cdot 315 \cdot 314! 254!} =,"314, 271, 331, 254, 314, 271, 270, 255, 254, 331, 330, 315, 314, 254",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0013,pro,Probability Distributions,probability-distributions.tex,168,\frac{271 \cdot 270 \cdot ... \cdot 255 }{331 \cdot 330 \cdot ... \cdot 315} \approx \ProbZeroErrorProbability,"271, 270, 255, 331, 330, 315",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0014,pro,Probability Distributions,probability-distributions.tex,171,"The results are shown in Figure \ref{fig:H2hypergeometric}, where the fourth panel shows the results for a sample size of $n = 60$. We also show the results for different sample sizes to provide an impression of the s...",60,must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0015,pro,Probability Distributions,probability-distributions.tex,184,"The variance is:\nomenclature{$\sigma^2$}{variance, square of the standard deviation $\sigma$}",2,static_theoretical_or_illustrative,intentional_manual,Numeric reference appears contextual rather than a computed manuscript result.,notebooks/support/probability-distributions/support.html
calc.pro.0016,pro,Probability Distributions,probability-distributions.tex,186,\sigma^2 = n \pi (1 - \pi) \frac{N - n}{N - 1},"2, 1, 1",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0017,pro,Probability Distributions,probability-distributions.tex,190,"For \emph{Case: Number of students}, the mean number of errors in the sample is $n M / N =$ 60 $\cdot$ 17 / 331 $\approx 3.0816$. The variance is $n \pi (1 - \pi) \frac{N - n}{N - 1} = 60 \cdot \frac{17}{331} \cdot (1...","60, 17, 331, 3.0816, 1, 1, 60, 17, 331, 1, 17, 331, 331, 60, 331, 1, 2.4007",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/probability-distributions/support.html
calc.pro.0018,pro,Probability Distributions,probability-distributions.tex,217,\pi = \frac{M}{N} = \frac{17}{331} = 0.0514,"17, 331, 0.0514",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0019,pro,Probability Distributions,probability-distributions.tex,225,P(\stoch{k} = k) = \left(\begin{array}{c}n\\k\end{array}\right)\pi^{k} (1-\pi)^{n-k},1,must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0020,pro,Probability Distributions,probability-distributions.tex,234,\sigma^2 = n\pi(1-\pi),"2, 1",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0021,pro,Probability Distributions,probability-distributions.tex,238,"Comparing Equations \ref{eq:variance_hyper} and \ref{eq:variance_binom}, the difference is the factor $\frac{N - n}{N - 1}$.",1,must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0022,pro,Probability Distributions,probability-distributions.tex,243,P(\stoch{k} = 1) = \left(\begin{array}{c}60\\1\end{array}\right)0.0514^{1} (1-0.0514)^{60-1} = 0.1373,"1, 60, 1, 0.0514, 1, 1, 0.0514, 60, 1, 0.1373",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0023,pro,Probability Distributions,probability-distributions.tex,246,"The mean number of errors is $\mu =$ 60 $\cdot$ 0.0514 $\approx 3.0816$, and the variance is $\sigma^2 =$ 60 $\cdot$ 0.0514 $\cdot$ (1 - 0.0514) $\approx$ 2.9233.","60, 0.0514, 3.0816, 2, 60, 0.0514, 1, 0.0514, 2.9233",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/probability-distributions/support.html
calc.pro.0024,pro,Probability Distributions,probability-distributions.tex,250,"The mean of both distributions is the same, and the variance is practically the same if $\frac{N - n}{N - 1} \approx 1$, that is, if $n$ is much smaller than $N$. This implies that both distributions return approximat...","1, 1",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0025,pro,Probability Distributions,probability-distributions.tex,273,\sigma^2 = n\pi,2,must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0026,pro,Probability Distributions,probability-distributions.tex,281,"First, we calculate the value of parameter $\mu = n \pi = 60 \cdot 17 / 331 \approx 3.0816$. We then get","60, 17, 331, 3.0816",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0027,pro,Probability Distributions,probability-distributions.tex,283,P(\stoch{k} = 3) = \frac{3.0816^3}{3!}e^{-3.08} \approx 0.2238,"3, 3.0816, 3, 3, 3.08, 0.2238",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0028,pro,Probability Distributions,probability-distributions.tex,295,"To appreciate the differences between the calculations using three different distributions, we summarize the probabilities for the sample of $n = 60$ items in Table \ref{tab:summaryProbabilities} and Figure \ref{fig:H...",60,must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0029,pro,Probability Distributions,probability-distributions.tex,312,0     & 0.0304 & 0.0423 & 0.0459 \\,"0, 0.0304, 0.0423, 0.0459",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/probability-distributions/support.html
calc.pro.0030,pro,Probability Distributions,probability-distributions.tex,313,1     & 0.1215 & 0.1373 & 0.1414 \\,"1, 0.1215, 0.1373, 0.1414",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/probability-distributions/support.html
calc.pro.0031,pro,Probability Distributions,probability-distributions.tex,314,2     & 0.2239 & 0.2193 & 0.2179 \\,"2, 0.2239, 0.2193, 0.2179",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/probability-distributions/support.html
calc.pro.0032,pro,Probability Distributions,probability-distributions.tex,332,Hypergeometric & 3 & 3.0816 & 2.4007 \\,"3, 3.0816, 2.4007",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/probability-distributions/support.html
calc.pro.0033,pro,Probability Distributions,probability-distributions.tex,333,Binomial       & 2 & 3.0816 & 2.9233 \\,"2, 3.0816, 2.9233",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/probability-distributions/support.html
calc.pro.0034,pro,Probability Distributions,probability-distributions.tex,334,Poisson        & 1 & 3.0816 & 3.0816 \\,"1, 3.0816, 3.0816",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/probability-distributions/support.html
calc.pro.0035,pro,Probability Distributions,probability-distributions.tex,352,"You obtained a large data file with a large number of social security payments. According to the agent, payments were increased from the previous year to adjust for inflation. The mean payment value is 1,030.",1030,static_theoretical_or_illustrative,intentional_manual,Numeric reference appears contextual rather than a computed manuscript result.,notebooks/support/probability-distributions/support.html
calc.pro.0036,pro,Probability Distributions,probability-distributions.tex,356,\paragraph{Objective sample 1:} obtain an indication of the variance of the payments.,1,static_theoretical_or_illustrative,intentional_manual,Numeric reference appears contextual rather than a computed manuscript result.,notebooks/support/probability-distributions/support.html
calc.pro.0037,pro,Probability Distributions,probability-distributions.tex,359,\paragraph{Objective sample 2:} obtain an indication of the mean payment.,2,static_theoretical_or_illustrative,intentional_manual,Numeric reference appears contextual rather than a computed manuscript result.,notebooks/support/probability-distributions/support.html
calc.pro.0038,pro,Probability Distributions,probability-distributions.tex,360,"\paragraph{Action:} select 200 payments, record their values and calculate their mean and variance.",200,static_theoretical_or_illustrative,intentional_manual,Numeric reference appears contextual rather than a computed manuscript result.,notebooks/support/probability-distributions/support.html
calc.pro.0039,pro,Probability Distributions,probability-distributions.tex,363,The first sample is prepared for the second sample. In Chapter \ref{cha:estimation} we discuss how the sample size of sample 2 can be determined in order to obtain an estimate of the mean value with a certain desired ...,"2, 1",static_theoretical_or_illustrative,intentional_manual,Numeric reference appears contextual rather than a computed manuscript result.,notebooks/support/probability-distributions/support.html
calc.pro.0040,pro,Probability Distributions,probability-distributions.tex,368,"\paragraph{Sample 1:}  The values of the payments are 930, 1,035, 1,073, 994, 910, 1,033, 947, 1,102, 1,095, 921.","1, 930, 1035, 1073, 994, 910, 1033, 947, 1102, 1095, 921",static_theoretical_or_illustrative,intentional_manual,Line contains numeric content but no compute-signal pattern.,notebooks/support/probability-distributions/support.html
calc.pro.0041,pro,Probability Distributions,probability-distributions.tex,371,"\paragraph{Sample 2:} The mean of the $N = \ProbSocSecSampleTwoN$ payments $\bar{x} = \ProbSocSecSampleTwoMean,$ their standard deviation $s = \ProbSocSecSampleTwoSd$.",2,must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0042,pro,Probability Distributions,probability-distributions.tex,374,"Given the sample results, determine whether it is probable that the mean payment value in the population equals 1,030.",1030,static_theoretical_or_illustrative,intentional_manual,Numeric reference appears contextual rather than a computed manuscript result.,notebooks/support/probability-distributions/support.html
calc.pro.0043,pro,Probability Distributions,probability-distributions.tex,386,1 & variance & 10  & \ProbSocSecSampleOneMean &  \ProbSocSecSampleOneSd \\,"1, 10",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/probability-distributions/support.html
calc.pro.0044,pro,Probability Distributions,probability-distributions.tex,387,2 & mean     & \ProbSocSecSampleTwoN & \ProbSocSecSampleTwoMean & \ProbSocSecSampleTwoSd \\,2,static_theoretical_or_illustrative,intentional_manual,Numeric reference appears contextual rather than a computed manuscript result.,notebooks/support/probability-distributions/support.html
calc.pro.0045,pro,Probability Distributions,probability-distributions.tex,394,In Sections \ref{sec:hypergeometric_distribution} - \ref{sec:poisson_distribution} we have seen that with discrete probability distributions we have a mathematical function that assigns the probability of occurrence f...,"1, 100%",static_theoretical_or_illustrative,intentional_manual,Numeric reference appears contextual rather than a computed manuscript result.,notebooks/support/probability-distributions/support.html
calc.pro.0046,pro,Probability Distributions,probability-distributions.tex,405,"The evaluation of sample 1 is executed with the $\chi^2$ distribution in Section \ref{sec:chi_squared_distribution}, and that of sample 2 with the normal distribution in Section \ref{sec:normal_distribution}. We discu...","1, 2, 2",static_theoretical_or_illustrative,intentional_manual,Context appears referential/illustrative without explicit computation operator.,notebooks/support/probability-distributions/support.html
calc.pro.0047,pro,Probability Distributions,probability-distributions.tex,436,f(x) = \frac{1}{\sigma\sqrt{2\pi}}e^{-\frac{1}{2}\left( \frac{x-\mu}{\sigma} \right)^2},"1, 2, 1, 2, 2",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0048,pro,Probability Distributions,probability-distributions.tex,440,"From Equation \ref{eq:normal_distribution} it shows that the probability density function requires two parameters ($\mu$ and $\sigma$). To perform any calculations, we need to \emph{standardize}\index{standardization}...","2, 0, 1",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0049,pro,Probability Distributions,probability-distributions.tex,443,f(x) = \frac{1}{\sqrt{2\pi}}e^{-\frac{1}{2}\left( z \right)^2},"1, 2, 1, 2, 2",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0050,pro,Probability Distributions,probability-distributions.tex,447,"Because the population mean $\mu$ and population variance $\sigma^2$ are usually unknown, we use the following estimators: the mean $\mu$ is estimated by the \hlblue{sample mean}\index{sample mean} $\overline{x}$,",2,static_theoretical_or_illustrative,intentional_manual,Numeric reference appears contextual rather than a computed manuscript result.,notebooks/support/probability-distributions/support.html
calc.pro.0051,pro,Probability Distributions,probability-distributions.tex,454,"The population variance $\sigma^2$ is estimated using the estimator $s^2$,","2, 2",static_theoretical_or_illustrative,intentional_manual,Numeric reference appears contextual rather than a computed manuscript result.,notebooks/support/probability-distributions/support.html
calc.pro.0052,pro,Probability Distributions,probability-distributions.tex,457,s^2 = \frac{\sum{(x_i - \overline{x})^2}}{n - 1},"2, 2, 1",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0053,pro,Probability Distributions,probability-distributions.tex,464,s^2 = \frac{\sum{x^2 - (\sum{x})^2 / n}}{n - 1},"2, 2, 2, 1",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0054,pro,Probability Distributions,probability-distributions.tex,469,"Let us consider the results of Sample 2 from \emph{Case: Social security payments}. The sample size for Sample 2 is $n = 200$. The results for this sample are $\overline{x} =$ 1,012 and $s =  $ 115.26. The sample mean...","2, 2, 200, 1012, 115.26, 200",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/probability-distributions/support.html
calc.pro.0055,pro,Probability Distributions,probability-distributions.tex,474,"has a standard normal distribution. Note the effect of sample size $n$ on the distribution of the sample mean: when $n = 1$ the sample mean has the same variance as the population, but as the sample size increases, th...",1,must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0056,pro,Probability Distributions,probability-distributions.tex,477,"The standard normal distribution has known probabilities between fixed multiples of $s$ around the mean $\mu = 0$, for example, 68.3\% between $z = -1$ and $z = 1$, 95.4\% between $z = -2$ and $z = 2$, and 99.7\% betw...","0, 68.3%, 1, 1, 95.4%, 2, 2, 99.7%, 3, 3, 99.7%, 3, 3, 1, 2, 2, 95%, 1.96, 1.96, 2",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/probability-distributions/support.html
calc.pro.0057,pro,Probability Distributions,probability-distributions.tex,480,"Assuming that the population mean is 1,030, we can now calculate the probability of obtaining the result of Sample 2 in the \emph{Case: Social security payments}: a sample mean of 1,012 or less by applying Equation \r...","1030, 2, 1012",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0058,pro,Probability Distributions,probability-distributions.tex,482,"z = \frac{1,012 - 1,030}{115.26 / \sqrt{200}} = -2.2086","1012, 1030, 115.26, 200, 2.2086",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0059,pro,Probability Distributions,probability-distributions.tex,485,"The probabilities for $z$ are tabulated; without statistical software, this is the most efficient way to obtain them. When we look up the rounded value of -2.21 in such a table, the probability of 1.36\% is found.\foo...","2.21, 1.36%, 2",static_theoretical_or_illustrative,intentional_manual,Context appears referential/illustrative without explicit computation operator.,notebooks/support/probability-distributions/support.html
calc.pro.0060,pro,Probability Distributions,probability-distributions.tex,496,"Similar to the standard normal distribution, the Student's $t$ distribution has a symmetrical probability density function, with mean $\mu = 0$ and variance $\sigma^2 = \frac{n - 1}{n - 3}$. The variance is greater th...","0, 2, 1, 3",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/probability-distributions/support.html
calc.pro.0061,pro,Probability Distributions,probability-distributions.tex,498,"In the \emph{Case: Social security payments}, the social security agency is principally concerned with the mean value of the payments, not the value of each individual payment. The mean payment of Sample 1 with $n = 1...","1, 10, 1, 9, 1",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/probability-distributions/support.html
calc.pro.0062,pro,Probability Distributions,probability-distributions.tex,500,"Figure \ref{fig:H2tverdelingen} shows $t$ distributions with 1, 3, 9, and 100 degrees of freedom.","1, 3, 9, 100",static_theoretical_or_illustrative,intentional_manual,Context appears referential/illustrative without explicit computation operator.,notebooks/support/probability-distributions/support.html
calc.pro.0063,pro,Probability Distributions,probability-distributions.tex,535,"The mean payment in the sample is $\bar{x}$ = 1,004. The standard deviation of the sample payments is $s$ = 73.78. To calculate the probability of our sample result given the population mean 1,030, we fill out Equatio...","1004, 73.78, 1030",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0064,pro,Probability Distributions,probability-distributions.tex,537,"t = \frac{1,004 - 1,030}{73.78 / \sqrt{10}} = -1.11","1004, 1030, 73.78, 10, 1.11",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0065,pro,Probability Distributions,probability-distributions.tex,540,"Similar to the normal distribution, there are tables for the $t$ distribution. In Exercise \ref{ex:student} in Section \ref{sec:workshop02r} and Exercise \ref{ex:student_p} in Section \ref{sec:workshop02p}, the probab...","2, 2, 14.7%",static_theoretical_or_illustrative,intentional_manual,Context appears referential/illustrative without explicit computation operator.,notebooks/support/probability-distributions/support.html
calc.pro.0066,pro,Probability Distributions,probability-distributions.tex,549,"Therefore, the probability of obtaining a sample mean of 1,004 or less in a sample of 10 items is equal to the probability of $t <$ -1.11. This probability is shown in Figure \ref{fig:H2KansInT} and is approximately e...","1004, 10, 1.11, 14.7%, 1030",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/probability-distributions/support.html
calc.pro.0067,pro,Probability Distributions,probability-distributions.tex,556,The $\chi^2$ (\emph{chi-squared}) \emph{distribution}\index{$\chi^2$ distribution}\index{chi-squared distribution}\index{distribution!$\chi^2$}\index{distribution!chi-squared} arises naturally when we add the squares ...,"2, 2, 2",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0068,pro,Probability Distributions,probability-distributions.tex,558,An estimator of population variance $\sigma^2$ is the sample variance given by Equation \ref{eq:sample_variance}:,2,static_theoretical_or_illustrative,intentional_manual,Numeric reference appears contextual rather than a computed manuscript result.,notebooks/support/probability-distributions/support.html
calc.pro.0069,pro,Probability Distributions,probability-distributions.tex,560,s^2 = \frac{\sum \left( x_{i}-\overline{x} \right)^2}{n-1},"2, 2, 1",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0070,pro,Probability Distributions,probability-distributions.tex,563,"The quantity $(n-1)s^2/\sigma^2$ can be used to draw inferences on the population variance, because it has a $\chi^2$ distribution with $n-1$ degrees of freedom if the sample is drawn from a normal distribution. Figur...","1, 2, 2, 2, 1, 2",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/probability-distributions/support.html
calc.pro.0071,pro,Probability Distributions,probability-distributions.tex,573,"The $\chi^2$ distribution can be used to construct a confidence interval of the population variance, for example, for the results of Sample 1 of \emph{Case: Social security payments}. The 95\% upper bound on a $\chi^2...","2, 1, 95%, 2, 10, 1, 16.92",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/probability-distributions/support.html
calc.pro.0072,pro,Probability Distributions,probability-distributions.tex,575,"\sigma^2 \geq \frac{(n - 1)s^2}{\chi^2} = \frac{(10 - 1) \cdot 73.78^2}{16.92} \approx 2,896","2, 1, 2, 2, 10, 1, 73.78, 2, 16.92, 2896",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0073,pro,Probability Distributions,probability-distributions.tex,577,is the 95\% lower bound for the population variance.,95%,static_theoretical_or_illustrative,intentional_manual,Numeric reference appears contextual rather than a computed manuscript result.,notebooks/support/probability-distributions/support.html
calc.pro.0074,pro,Probability Distributions,probability-distributions.tex,579,"Similarly, to calculate the upper bound for $\sigma^2$, we begin with the lower bound of a $\chi^2$ distributed variable of 3.33.","2, 2, 3.33",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0075,pro,Probability Distributions,probability-distributions.tex,582,"\sigma^2 \leq \frac{(n - 1)s^2}{\chi^2} = \frac{(10 - 1) \cdot 73.78^2}{3.33} \approx 14,736","2, 1, 2, 2, 10, 1, 73.78, 2, 3.33, 14736",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0076,pro,Probability Distributions,probability-distributions.tex,586,"We find that $\sigma^2 \geq$ 2,896. The two one-sided 95\% confidence intervals are combined into a single two-sided 90\% confidence interval of [2,896; 14,736] for the population variance.","2, 2896, 95%, 90%, 2896, 14736",must_be_generated_from_support_notebook,migration_required,Dense numeric row detected; strict policy requires generated linkage instead of hard-coded table/prose values.,notebooks/support/probability-distributions/support.html
calc.pro.0077,pro,Probability Distributions,probability-distributions.tex,598,"If we divide two independent random variables $X_1$ and $X_2$ each of which has a $\chi^2$ distribution with $k_1$ and $k_2$ degrees of freedom, the resulting random variable $F = X_1 / X_2$ has an $F$ distribution wi...","1, 2, 2, 1, 2, 1, 2, 1, 2",must_be_checked_against_support_notebook,checked_in_support_output,Numeric token(s) found in chapter support notebook output.,notebooks/support/probability-distributions/support.html
calc.pro.0078,pro,Probability Distributions,probability-distributions.tex,607,Figure \ref{fig:H2Fverdelingen} shows $F$ distributions for different combinations of degrees of freedom. This clearly shows that the distribution is not symmetrical. Negative values for $F$ cannot be observed because...,2,static_theoretical_or_illustrative,intentional_manual,Numeric reference appears contextual rather than a computed manuscript result.,notebooks/support/probability-distributions/support.html
calc.pro.0079,pro,Probability Distributions,probability-distributions.tex,609,"A classic example we discuss when introducing hypothesis testing is to compare the outcome of an $F$-distributed test statistic with a critical value at a given significance level. For example, if we know that the tes...","1, 25, 2, 23, 0.05, 1, 2",handled_by_epic_214_model_test_output,epic_214_scope,Model/test-statistic style output belongs to Epic #214 verification track.,notebooks/support/probability-distributions/support.html
calc.pro.0080,pro,Probability Distributions,probability-distributions.tex,637,\input{generated/workshop-output/exercise-1-1-1},"1, 1, 1",static_theoretical_or_illustrative,intentional_manual,Line contains numeric content but no compute-signal pattern.,notebooks/support/probability-distributions/support.html
calc.pro.0081,pro,Probability Distributions,probability-distributions.tex,640,\input{generated/workshop-output/exercise-1-1-2},"1, 1, 2",static_theoretical_or_illustrative,intentional_manual,Line contains numeric content but no compute-signal pattern.,notebooks/support/probability-distributions/support.html
calc.pro.0082,pro,Probability Distributions,probability-distributions.tex,642,\input{generated/workshop-output/exercise-1-1-3},"1, 1, 3",static_theoretical_or_illustrative,intentional_manual,Line contains numeric content but no compute-signal pattern.,notebooks/support/probability-distributions/support.html
calc.pro.0083,pro,Probability Distributions,probability-distributions.tex,653,\input{generated/workshop-output/exercise-1-2-1},"1, 2, 1",static_theoretical_or_illustrative,intentional_manual,Line contains numeric content but no compute-signal pattern.,notebooks/support/probability-distributions/support.html
